userId,title,genres,prediction
35,Seve (2014),Documentary|Drama,5.314338
35,The Big Bus (1976),Action|Comedy,5.314338
35,On the Beach (1959),Drama,5.194547
35,Victory (a.k.a. Escape to Victory) (1981),Action|Drama|War,5.1867557
35,Saving Face (2004),Comedy|Drama|Romance,5.135575
36,Never Cry Wolf (1983),Adventure|Drama,3.7159598
36,Reign Over Me (2007),Drama,3.5380795
36,Lady Jane (1986),Drama|Romance,3.4896324
36,Crossing Delancey (1988),Comedy|Romance,3.4896324
36,"Impostors, The (1998)",Comedy,3.4896324
37,Come and See (Idi i smotri) (1985),Drama|War,5.602029
37,"Jetée, La (1962)",Romance|Sci-Fi,5.5908127
37,On the Beach (1959),Drama,5.506467
37,Saving Face (2004),Comedy|Drama|Romance,5.412246
37,Cosmos,(no genres listed),5.297193
38,Wallace & Gromit: The Best of Aardman Animation (1996),Adventure|Animation|Comedy,4.3725967
38,Seve (2014),Documentary|Drama,4.3043604
38,The Big Bus (1976),Action|Comedy,4.3043604
38,Victory (a.k.a. Escape to Victory) (1981),Action|Drama|War,4.1879044
38,On the Beach (1959),Drama,4.170454
39,On the Beach (1959),Drama,5.2220974
39,"Jetée, La (1962)",Romance|Sci-Fi,5.04694
39,Come and See (Idi i smotri) (1985),Drama|War,5.014485
39,Cosmos,(no genres listed),4.800867
39,Saving Face (2004),Comedy|Drama|Romance,4.7186103
40,On the Beach (1959),Drama,5.145803
40,Saving Face (2004),Comedy|Drama|Romance,5.0405307
40,"Best of Youth, The (La meglio gioventù) (2003)",Drama,4.9388413
40,Seve (2014),Documentary|Drama,4.925987
40,The Big Bus (1976),Action|Comedy,4.925987
41,Wild Tales (2014),Comedy|Drama|Thriller,4.243567
41,Prisoners (2013),Drama|Mystery|Thriller,4.2267294
41,Larry David: Curb Your Enthusiasm (1999),Comedy,4.0646553
41,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,4.0434914
41,Rosemary's Baby (1968),Drama|Horror|Thriller,4.010639
42,Seve (2014),Documentary|Drama,4.9137363
42,The Big Bus (1976),Action|Comedy,4.9137363
42,"Visitor, The (2007)",Drama|Romance,4.9118433
42,On the Beach (1959),Drama,4.8453207
42,Victory (a.k.a. Escape to Victory) (1981),Action|Drama|War,4.777442
43,Seve (2014),Documentary|Drama,5.6754766
43,The Big Bus (1976),Action|Comedy,5.6754766
43,Saving Face (2004),Comedy|Drama|Romance,5.626638
43,3-Iron (Bin-jip) (2004),Drama|Romance,5.5284233
43,"Day at the Races, A (1937)",Comedy|Musical,5.4848437
44,On the Beach (1959),Drama,4.8777695
44,Seve (2014),Documentary|Drama,4.802219
44,The Big Bus (1976),Action|Comedy,4.802219
44,Victory (a.k.a. Escape to Victory) (1981),Action|Drama|War,4.6320662
44,True Grit (1969),Adventure|Drama|Western,4.5096087
45,On the Beach (1959),Drama,5.2072897
45,Saving Face (2004),Comedy|Drama|Romance,5.157783
45,Strictly Sexual (2008),Comedy|Drama|Romance,5.1144056
45,Cosmos,(no genres listed),5.088944
45,De platte jungle (1978),Documentary,5.046479
46,Saving Face (2004),Comedy|Drama|Romance,5.267514
46,On the Beach (1959),Drama,5.18197
46,Cosmos,(no genres listed),5.026352
46,Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea) (1987),Children|Drama|Romance,4.9779105
46,De platte jungle (1978),Documentary,4.9606795
47,Reign Over Me (2007),Drama,4.375665
47,Jason's Lyric (1994),Crime|Drama,4.2959905
47,Half Nelson (2006),Drama,4.1357784
47,My Sister's Keeper (2009),Drama,3.8186576
47,3-Iron (Bin-jip) (2004),Drama|Romance,3.7096004
48,Saving Face (2004),Comedy|Drama|Romance,5.2853336
48,On the Beach (1959),Drama,5.1311235
48,Cosmos,(no genres listed),5.019421
48,De platte jungle (1978),Documentary,4.9806156
48,Blue Planet II (2017),Documentary,4.9806156
49,On the Beach (1959),Drama,5.0838895
49,Saving Face (2004),Comedy|Drama|Romance,5.0634065
49,Cosmos,(no genres listed),4.922397
49,De platte jungle (1978),Documentary,4.8525133
49,Blue Planet II (2017),Documentary,4.8525133
50,On the Beach (1959),Drama,3.8354328
50,"Holy Mountain, The (Montaña sagrada, La) (1973)",Drama,3.7867765
50,Dragon Ball Z: The History of Trunks (Doragon bôru Z: Zetsubô e no hankô!! Nokosareta chô senshi - Gohan to Torankusu) (1993),Action|Adventure|Animation,3.7683
50,All Watched Over by Machines of Loving Grace (2011),Documentary,3.7060683
50,"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)",Action|Animation|Drama|Fantasy|Sci-Fi,3.673145
51,On the Beach (1959),Drama,5.2984715
51,Belle époque (1992),Comedy|Romance,5.0322757
51,Saving Face (2004),Comedy|Drama|Romance,5.0254173
51,Cosmos,(no genres listed),5.0156355
51,"Holy Mountain, The (Montaña sagrada, La) (1973)",Drama,4.9890494
52,On the Beach (1959),Drama,5.5335402
52,Saving Face (2004),Comedy|Drama|Romance,5.526643
52,Cosmos,(no genres listed),5.3753405
52,Strictly Sexual (2008),Comedy|Drama|Romance,5.321372
52,De platte jungle (1978),Documentary,5.3101482
53,On the Beach (1959),Drama,6.451733
53,Saving Face (2004),Comedy|Drama|Romance,6.441558
53,Cosmos,(no genres listed),6.326935
53,De platte jungle (1978),Documentary,6.2878246
53,Blue Planet II (2017),Documentary,6.2878246
54,On the Beach (1959),Drama,3.8426409
54,Saving Face (2004),Comedy|Drama|Romance,3.7945664
54,Cosmos,(no genres listed),3.724221
54,Seve (2014),Documentary|Drama,3.7197473
54,The Big Bus (1976),Action|Comedy,3.7197473
55,Layer Cake (2004),Crime|Drama|Thriller,4.244019
55,"Boondock Saints, The (2000)",Action|Crime|Drama|Thriller,4.2293367
55,"Three Billboards Outside Ebbing, Missouri (2017)",Crime|Drama,4.2238727
55,Revolver (2005),Crime|Drama|Thriller,4.2046623
55,On the Beach (1959),Drama,4.1781855
56,On the Beach (1959),Drama,5.034078
56,Saving Face (2004),Comedy|Drama|Romance,4.997279
56,Cosmos,(no genres listed),4.8946233
56,Come and See (Idi i smotri) (1985),Drama|War,4.846813
56,De platte jungle (1978),Documentary,4.8380775
57,On the Beach (1959),Drama,4.8672028
57,Seve (2014),Documentary|Drama,4.5501842
57,The Big Bus (1976),Action|Comedy,4.5501842
57,"Jetée, La (1962)",Romance|Sci-Fi,4.544554
57,"General, The (1926)",Comedy|War,4.4627037
58,Saving Face (2004),Comedy|Drama|Romance,5.0892763
58,Lady Jane (1986),Drama|Romance,5.0711374
58,Crossing Delancey (1988),Comedy|Romance,5.0711374
58,"Impostors, The (1998)",Comedy,5.0711374
58,Adam's Rib (1949),Comedy|Romance,4.9863997
59,On the Beach (1959),Drama,5.3790417
59,"Jetée, La (1962)",Romance|Sci-Fi,5.164365
59,Jonah Who Will Be 25 in the Year 2000 (Jonas qui aura 25 ans en l'an 2000) (1976),Comedy,5.1156425
59,Saving Face (2004),Comedy|Drama|Romance,5.108965
59,Woman in the Dunes (Suna no onna) (1964),Drama,5.098093
60,On the Beach (1959),Drama,4.6708536
60,Saving Face (2004),Comedy|Drama|Romance,4.6364455
60,3-Iron (Bin-jip) (2004),Drama|Romance,4.533336
60,Cosmos,(no genres listed),4.4719973
60,Seve (2014),Documentary|Drama,4.47046
61,On the Beach (1959),Drama,5.076317
61,"Jetée, La (1962)",Romance|Sci-Fi,4.90365
61,Come and See (Idi i smotri) (1985),Drama|War,4.840383
61,Saving Face (2004),Comedy|Drama|Romance,4.754063
61,Cosmos,(no genres listed),4.7448974
62,On the Beach (1959),Drama,5.2139215
62,Saving Face (2004),Comedy|Drama|Romance,5.165322
62,Cosmos,(no genres listed),5.1045456
62,De platte jungle (1978),Documentary,5.0676694
62,Blue Planet II (2017),Documentary,5.0676694
63,Bill Hicks: Revelations (1993),Comedy,4.810494
63,Dylan Moran: Monster (2004),Comedy|Documentary,4.810494
63,Eddie Izzard: Dress to Kill (1999),Comedy,4.698063
63,On the Beach (1959),Drama,4.6483793
63,American: The Bill Hicks Story (2009),Comedy|Documentary,4.6414585
64,On the Beach (1959),Drama,5.073614
64,"Jetée, La (1962)",Romance|Sci-Fi,4.95494
64,Come and See (Idi i smotri) (1985),Drama|War,4.9281
64,Saving Face (2004),Comedy|Drama|Romance,4.884762
64,Cosmos,(no genres listed),4.838131
65,On the Beach (1959),Drama,4.8626537
65,Cosmos,(no genres listed),4.719648
65,De platte jungle (1978),Documentary,4.659895
65,Blue Planet II (2017),Documentary,4.659895
65,Nasu: Summer in Andalusia (2003),Animation,4.659895
66,On the Beach (1959),Drama,5.353907
66,Cosmos,(no genres listed),5.1888537
66,Saving Face (2004),Comedy|Drama|Romance,5.163055
66,De platte jungle (1978),Documentary,5.1183624
66,Blue Planet II (2017),Documentary,5.1183624
67,On the Beach (1959),Drama,4.827132
67,Saving Face (2004),Comedy|Drama|Romance,4.6867495
67,Raiders of the Lost Ark: The Adaptation (1989),Action|Adventure|Thriller,4.626455
67,"Visitor, The (2007)",Drama|Romance,4.6004424
67,"General, The (1926)",Comedy|War,4.5950274
68,Strictly Sexual (2008),Comedy|Drama|Romance,4.7980943
68,Saving Face (2004),Comedy|Drama|Romance,4.371813
68,Babes in Toyland (1934),Children|Comedy|Fantasy|Musical,4.3371263
68,What's Your Number? (2011),Comedy|Romance,4.318285
68,"Stoning of Soraya M., The (2008)",Crime|Drama,4.318285
69,On the Beach (1959),Drama,5.6141896
69,Saving Face (2004),Comedy|Drama|Romance,5.4454265
69,Cosmos,(no genres listed),5.2951703
69,Seve (2014),Documentary|Drama,5.257987
69,The Big Bus (1976),Action|Comedy,5.257987
70,On the Beach (1959),Drama,5.3735204
70,Seve (2014),Documentary|Drama,5.1526203
70,The Big Bus (1976),Action|Comedy,5.1526203
70,Saving Face (2004),Comedy|Drama|Romance,5.111546
70,Cosmos,(no genres listed),5.089135
71,Strictly Sexual (2008),Comedy|Drama|Romance,4.618808
71,Babes in Toyland (1934),Children|Comedy|Fantasy|Musical,4.5805826
71,Waydowntown (2000),Comedy,4.4193773
71,Saving Face (2004),Comedy|Drama|Romance,4.333824
71,Idiocracy (2006),Adventure|Comedy|Sci-Fi|Thriller,4.333014
72,On the Beach (1959),Drama,5.2437224
72,Saving Face (2004),Comedy|Drama|Romance,5.0561333
72,Cosmos,(no genres listed),4.997017
72,Seve (2014),Documentary|Drama,4.917309
72,The Big Bus (1976),Action|Comedy,4.917309
73,On the Beach (1959),Drama,4.9348845
73,Reign Over Me (2007),Drama,4.7483077
73,Saving Face (2004),Comedy|Drama|Romance,4.7289557
73,Cosmos,(no genres listed),4.7231846
73,Strictly Sexual (2008),Comedy|Drama|Romance,4.702557
74,On the Beach (1959),Drama,5.104522
74,Seve (2014),Documentary|Drama,5.0475707
74,The Big Bus (1976),Action|Comedy,5.0475707
74,"Best of Youth, The (La meglio gioventù) (2003)",Drama,4.9987726
74,All Watched Over by Machines of Loving Grace (2011),Documentary,4.947774
75,Saving Face (2004),Comedy|Drama|Romance,3.9773378
75,"Last Detail, The (1973)",Comedy|Drama,3.9632497
75,On the Beach (1959),Drama,3.9619744
75,Strictly Sexual (2008),Comedy|Drama|Romance,3.9548085
75,Deathgasm (2015),Comedy|Horror,3.952865
76,Saw VII 3D - The Final Chapter (2010),Horror|Mystery|Thriller,4.338905
76,Saw VI (2009),Crime|Horror|Mystery|Thriller,4.079333
76,Saw V (2008),Crime|Horror|Thriller,4.0462313
76,Through a Glass Darkly (Såsom i en spegel) (1961),Drama,3.9311576
76,"What's Up, Doc? (1972)",Comedy,3.9311576
77,Babes in Toyland (1934),Children|Comedy|Fantasy|Musical,5.081585
77,Strictly Sexual (2008),Comedy|Drama|Romance,5.0240545
77,Saving Face (2004),Comedy|Drama|Romance,4.9395666
77,"Visitor, The (2007)",Drama|Romance,4.840639
77,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,4.7242136
78,On the Beach (1959),Drama,4.2579656
78,"Jetée, La (1962)",Romance|Sci-Fi,4.18681
78,Come and See (Idi i smotri) (1985),Drama|War,4.1613417
78,Supercop 2 (Project S) (Chao ji ji hua) (1993),Action|Comedy|Crime|Thriller,4.0789
78,Seve (2014),Documentary|Drama,4.0645356
79,On the Beach (1959),Drama,5.312035
79,Seve (2014),Documentary|Drama,5.0239244
79,The Big Bus (1976),Action|Comedy,5.0239244
79,Saving Face (2004),Comedy|Drama|Romance,5.0050993
79,"Jetée, La (1962)",Romance|Sci-Fi,4.9902096
80,On the Beach (1959),Drama,5.3563375
80,Saving Face (2004),Comedy|Drama|Romance,5.281087
80,Cosmos,(no genres listed),5.254107
80,"Visitor, The (2007)",Drama|Romance,5.225915
80,De platte jungle (1978),Documentary,5.22249
81,On the Beach (1959),Drama,3.97637
81,"Visitor, The (2007)",Drama|Romance,3.7579865
81,Battlestar Galactica (2003),Drama|Sci-Fi|War,3.748519
81,Saving Face (2004),Comedy|Drama|Romance,3.6071613
81,"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)",Action|Animation|Drama|Fantasy|Sci-Fi,3.6050236
82,Strictly Sexual (2008),Comedy|Drama|Romance,4.5668297
82,De platte jungle (1978),Documentary,4.465405
82,Blue Planet II (2017),Documentary,4.465405
82,Nasu: Summer in Andalusia (2003),Animation,4.465405
82,Bitter Lake (2015),Documentary,4.465405
83,Cashback (2006),Comedy|Drama|Romance,4.3206406
83,Roman Holiday (1953),Comedy|Drama|Romance,4.157606
83,Band of Brothers (2001),Action|Drama|War,4.1248546
83,Magnum Force (1973),Action|Crime|Drama|Thriller,4.124244
83,Fantasia 2000 (1999),Animation|Children|Musical|IMAX,4.0798078
84,Seve (2014),Documentary|Drama,4.7165456
84,The Big Bus (1976),Action|Comedy,4.7165456
84,On the Beach (1959),Drama,4.6847997
84,Victory (a.k.a. Escape to Victory) (1981),Action|Drama|War,4.6094546
84,Lady Jane (1986),Drama|Romance,4.594945
85,Entertaining Angels: The Dorothy Day Story (1996),Drama,4.853596
85,Lamerica (1994),Adventure|Drama,4.842876
85,Reign Over Me (2007),Drama,4.6690974
85,Ulee's Gold (1997),Drama,4.6110797
85,Jason's Lyric (1994),Crime|Drama,4.502507
86,Saving Face (2004),Comedy|Drama|Romance,4.940596
86,On the Beach (1959),Drama,4.8560915
86,Cosmos,(no genres listed),4.739821
86,Strictly Sexual (2008),Comedy|Drama|Romance,4.7138715
86,De platte jungle (1978),Documentary,4.6965656
87,On the Beach (1959),Drama,5.149201
87,Belle époque (1992),Comedy|Romance,4.9709597
87,Seve (2014),Documentary|Drama,4.97042
87,The Big Bus (1976),Action|Comedy,4.97042
87,Saving Face (2004),Comedy|Drama|Romance,4.9546504
88,On the Beach (1959),Drama,5.308452
88,Saving Face (2004),Comedy|Drama|Romance,5.0011377
88,"Jetée, La (1962)",Romance|Sci-Fi,4.99111
88,Cosmos,(no genres listed),4.9742327
88,Belle époque (1992),Comedy|Romance,4.936141
89,All Yours (2016),Comedy|Drama|Romance,4.8216662
89,Unicorn City (2012),Comedy|Romance,4.8216662
89,A Perfect Day (2015),Comedy|Drama,4.8216662
89,L.A. Slasher (2015),Comedy|Crime|Fantasy,4.8216662
89,Ooops! Noah is Gone... (2015),Animation,4.8216662
90,Seve (2014),Documentary|Drama,5.2945437
90,The Big Bus (1976),Action|Comedy,5.2945437
90,Victory (a.k.a. Escape to Victory) (1981),Action|Drama|War,5.1667557
90,"Jetée, La (1962)",Romance|Sci-Fi,5.08245
90,Come and See (Idi i smotri) (1985),Drama|War,5.04992
91,On the Beach (1959),Drama,4.8252254
91,Saving Face (2004),Comedy|Drama|Romance,4.572882
91,"Jetée, La (1962)",Romance|Sci-Fi,4.4652286
91,"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)",Action|Animation|Drama|Fantasy|Sci-Fi,4.4391975
91,Come and See (Idi i smotri) (1985),Drama|War,4.4160547
92,On the Beach (1959),Drama,5.3161325
92,Saving Face (2004),Comedy|Drama|Romance,5.212258
92,Seve (2014),Documentary|Drama,5.175149
92,The Big Bus (1976),Action|Comedy,5.175149
92,Cosmos,(no genres listed),5.1242166
93,On the Beach (1959),Drama,5.7443495
93,Saving Face (2004),Comedy|Drama|Romance,5.734475
93,Cosmos,(no genres listed),5.586255
93,De platte jungle (1978),Documentary,5.5223746
93,Blue Planet II (2017),Documentary,5.5223746
94,Saving Face (2004),Comedy|Drama|Romance,4.1354704
94,On the Beach (1959),Drama,4.110763
94,Babes in Toyland (1934),Children|Comedy|Fantasy|Musical,4.037603
94,Raiders of the Lost Ark: The Adaptation (1989),Action|Adventure|Thriller,3.9798422
94,Strictly Sexual (2008),Comedy|Drama|Romance,3.9197245
95,On the Beach (1959),Drama,5.541587
95,"Visitor, The (2007)",Drama|Romance,5.202376
95,Seve (2014),Documentary|Drama,5.1940756
95,The Big Bus (1976),Action|Comedy,5.1940756
95,Cosmos,(no genres listed),5.1454215
96,On the Beach (1959),Drama,5.1010013
96,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975),Comedy|Drama,5.038923
96,Saving Face (2004),Comedy|Drama|Romance,4.9501257
96,Lady Jane (1986),Drama|Romance,4.947248
96,Crossing Delancey (1988),Comedy|Romance,4.947248
97,Strictly Sexual (2008),Comedy|Drama|Romance,5.5498195
97,Saving Face (2004),Comedy|Drama|Romance,5.5259895
97,On the Beach (1959),Drama,5.2832885
97,"In the blue sea, in the white foam. (1984)",Animation|Children|Fantasy,5.242115
97,Obsession (1965),Comedy,5.242115
98,Come and See (Idi i smotri) (1985),Drama|War,5.064045
98,"Jetée, La (1962)",Romance|Sci-Fi,5.0165973
98,Saving Face (2004),Comedy|Drama|Romance,4.833082
98,"Very Potter Sequel, A (2010)",Comedy|Musical,4.8241515
98,12 Angry Men (1997),Crime|Drama,4.8241515
99,Seve (2014),Documentary|Drama,5.479237
99,The Big Bus (1976),Action|Comedy,5.479237
